lab_id,sample_id,tab,outcome,reason,date
031626-31411,34894,Yesterday,Good,,2026-03-18
031626-31410,34893,Yesterday,Good,,2026-03-18
031626-31409,34892,Yesterday,Good,,2026-03-18
031626-31408,34891,Yesterday,Good,,2026-03-18
031626-31407,34890,Yesterday,Good,,2026-03-18
031626-31406,34889,Yesterday,Good,,2026-03-18
031626-31405,34888,Yesterday,Good,,2026-03-18
031626-31404,34887,Yesterday,Good,,2026-03-18
031626-31403,34886,Yesterday,Good,,2026-03-18
031626-31399,34885,Yesterday,Good,,2026-03-18
031626-31398,34884,Yesterday,Good,,2026-03-18
031626-31397,34883,Yesterday,Good,,2026-03-18
031626-31396,34882,Yesterday,Bad,missing flash result,2026-03-18
031626-31395,34881,Yesterday,Good,,2026-03-18
031626-31395,34881,Yesterday,Bad,low flash no GC graph and comment,2026-03-18
031626-31394,34880,Yesterday,Good,,2026-03-18
031626-31394,34880,Yesterday,Bad,no flash,2026-03-18
031626-31393,34879,Yesterday,Good,,2026-03-18
031626-31392,34878,Yesterday,Good,,2026-03-18
031626-31391,34877,Yesterday,Good,,2026-03-18
031626-31390,34876,Yesterday,Good,,2026-03-18
031626-31389,34875,Yesterday,Good,,2026-03-18
031626-31388,34874,Yesterday,Good,,2026-03-18
031626-31387,34873,Yesterday,Good,,2026-03-18
031626-31386,34872,Yesterday,Good,,2026-03-18
031626-31385,34871,Yesterday,Good,,2026-03-18
031626-31384,34870,Yesterday,Good,,2026-03-18
031626-31383,34869,Yesterday,Good,,2026-03-18
031626-31382,34868,Yesterday,Good,,2026-03-18
031626-31381,34867,Yesterday,Bad,"no GC graph on report, comment there",2026-03-18
031626-31380,34866,Yesterday,Good,,2026-03-18
031626-31379,34865,Yesterday,Good,,2026-03-18
031626-31378,34864,Yesterday,Good,,2026-03-18
031626-31457,34807,Yesterday,Good,,2026-03-18
031626-31451,34631,Yesterday,Good,,2026-03-18
031626-31456,34630,Yesterday,Good,,2026-03-18
031626-31450,34629,Yesterday,Good,,2026-03-18
031626-31455,34628,Yesterday,Good,,2026-03-18
031626-31402,34627,Yesterday,Good,,2026-03-18
031626-31449,34597,Yesterday,Good,,2026-03-18
031626-31454,34596,Yesterday,Good,,2026-03-18
031626-31401,34595,Yesterday,Good,,2026-03-18
031626-31448,34594,Yesterday,Good,,2026-03-18
031626-31453,34593,Yesterday,Good,,2026-03-18
031626-31400,34592,Yesterday,Good,,2026-03-18
031626-31447,33549,Yesterday,Good,,2026-03-18
031626-31452,33548,Yesterday,Good,,2026-03-18
031626-31446,33547,Yesterday,Good,,2026-03-18
031626-31438,33546,Yesterday,Good,,2026-03-18
031626-31445,33545,Yesterday,Good,,2026-03-18
031626-31444,33544,Yesterday,Good,,2026-03-18
031626-31437,33543,Yesterday,Good,,2026-03-18
031626-31436,33542,Yesterday,Good,,2026-03-18
031626-31443,33541,Yesterday,Good,,2026-03-18
031626-31442,33540,Yesterday,Good,,2026-03-18
031626-31441,33539,Yesterday,Good,,2026-03-18
031626-31435,33538,Yesterday,Good,,2026-03-18
031626-31434,33537,Yesterday,Good,,2026-03-18
031626-31433,33536,Yesterday,Good,,2026-03-18
031626-31440,33535,Yesterday,Good,,2026-03-18
031626-31432,33534,Yesterday,Good,,2026-03-18
031626-31439,33533,Yesterday,Good,,2026-03-18
031626-31431,33532,Yesterday,Good,,2026-03-18
031626-31430,33531,Yesterday,Good,,2026-03-18

QBench Good Samples View:
https://asaplabs.qbench.net/tests?sample_ids=34858&sample_ids=34856&sample_ids=34855&sample_ids=34854&sample_ids=34853&sample_ids=34852&sample_ids=34851&sample_ids=34850&sample_ids=34848&sample_ids=34847&sample_ids=34846&sample_ids=34843&sample_ids=34840&sample_ids=34839&sample_ids=34838&sample_ids=34837&sample_ids=34836&sample_ids=34835&sample_ids=34834&sample_ids=34833&sample_ids=34831&sample_ids=34830&sample_ids=34829&sample_ids=34828&sample_ids=34827&sample_ids=34826&sample_ids=34825&sample_ids=34824&sample_ids=34823&sample_ids=34822&sample_ids=34817&sample_ids=34816&sample_ids=34815&sample_ids=34814&sample_ids=34813&sample_ids=34812&sample_ids=34811&sample_ids=34810&sample_ids=34809&sample_ids=34808&sample_ids=34591&sample_ids=34590&sample_ids=34589&sample_ids=34588&sample_ids=34587&sample_ids=34586&sample_ids=34585&sample_ids=34584&sample_ids=34583&sample_ids=33480&sample_ids=33479&sample_ids=34918&sample_ids=34917&sample_ids=34916&sample_ids=34915&sample_ids=34914&sample_ids=34912&sample_ids=34911&sample_ids=34910&sample_ids=34909&sample_ids=34908&sample_ids=34907&sample_ids=34906&sample_ids=34905&sample_ids=34904&sample_ids=34903&sample_ids=34901&sample_ids=34900&sample_ids=34898&sample_ids=34897&sample_ids=34896&sample_ids=34895&sample_ids=34895&sample_ids=34894&sample_ids=34893&sample_ids=34892&sample_ids=34891&sample_ids=34890&sample_ids=34889&sample_ids=34888&sample_ids=34887&sample_ids=34886&sample_ids=34885&sample_ids=34884&sample_ids=34883&sample_ids=34881&sample_ids=34880&sample_ids=34879&sample_ids=34878&sample_ids=34877&sample_ids=34876&sample_ids=34875&sample_ids=34874&sample_ids=34873&sample_ids=34872&sample_ids=34871&sample_ids=34870&sample_ids=34869&sample_ids=34868&sample_ids=34866&sample_ids=34865&sample_ids=34864&sample_ids=34807&sample_ids=34631&sample_ids=34630&sample_ids=34629&sample_ids=34628&sample_ids=34627&sample_ids=34597&sample_ids=34596&sample_ids=34595&sample_ids=34594&sample_ids=34593&sample_ids=34592&sample_ids=33549&sample_ids=33548&sample_ids=33547&sample_ids=33546&sample_ids=33545&sample_ids=33544&sample_ids=33543&sample_ids=33542&sample_ids=33541&sample_ids=33540&sample_ids=33539&sample_ids=33538&sample_ids=33537&sample_ids=33536&sample_ids=33535&sample_ids=33534&sample_ids=33533&sample_ids=33532&sample_ids=33531&sort_order=DESC&view_config_id=17&page_size=700
