lab_id,sample_id,tab,outcome,reason,date
031926-31546,35003,Yesterday,Good,,2026-03-23
031926-31545,35002,Yesterday,Good,,2026-03-23
031926-31544,35001,Yesterday,Good,,2026-03-23
031926-31543,35000,Yesterday,Good,,2026-03-23
031926-31542,34999,Yesterday,Good,,2026-03-23
031926-31541,34998,Yesterday,Good,,2026-03-23
031926-31540,34997,Yesterday,Good,,2026-03-23
031926-31539,34996,Yesterday,Good,,2026-03-23
031926-31529,34995,Yesterday,Good,,2026-03-23
031926-31528,34994,Yesterday,Good,,2026-03-23
031926-31527,34993,Yesterday,Good,,2026-03-23
031926-31526,34992,Yesterday,Good,,2026-03-23
031926-31525,34991,Yesterday,Good,,2026-03-23
031926-31523,34863,Yesterday,Good,,2026-03-23
031926-31538,34761,Yesterday,Good,,2026-03-23
031926-31575,34760,Yesterday,Good,,2026-03-23
031926-31574,34759,Yesterday,Good,,2026-03-23
031926-31573,34758,Yesterday,Good,,2026-03-23
031926-31572,34757,Yesterday,Good,,2026-03-23
031926-31571,34756,Yesterday,Bad,check glycl math,2026-03-23
031926-31570,34755,Yesterday,Good,,2026-03-23
031926-31569,34754,Yesterday,Good,,2026-03-23
031926-31568,34753,Yesterday,Good,,2026-03-23
031926-31567,34752,Yesterday,Good,,2026-03-23
031926-31566,34751,Yesterday,Good,,2026-03-23
031926-31565,34750,Yesterday,Good,,2026-03-23
031926-31564,34749,Yesterday,Good,,2026-03-23
031926-31563,34748,Yesterday,Good,,2026-03-23
031926-31562,34747,Yesterday,Good,,2026-03-23
031926-31561,34746,Yesterday,Good,,2026-03-23
031926-31560,34745,Yesterday,Good,,2026-03-23
031926-31559,34744,Yesterday,Good,,2026-03-23
031926-31558,34743,Yesterday,Good,,2026-03-23
031926-31557,34742,Yesterday,Good,,2026-03-23
031926-31556,34741,Yesterday,Good,,2026-03-23
031926-31625,34740,Yesterday,Good,,2026-03-23
031926-31624,34739,Yesterday,Good,,2026-03-23
031926-31623,34738,Yesterday,Good,,2026-03-23
031926-31622,34737,Yesterday,Good,,2026-03-23
031926-31621,34736,Yesterday,Good,,2026-03-23
031926-31620,34735,Yesterday,Good,,2026-03-23
031926-31619,34734,Yesterday,Good,,2026-03-23
031926-31618,34733,Yesterday,Good,,2026-03-23
031926-31617,34732,Yesterday,Good,,2026-03-23
031926-31616,34731,Yesterday,Good,,2026-03-23
031926-31615,34730,Yesterday,Good,,2026-03-23
031926-31614,34729,Yesterday,Good,,2026-03-23
031926-31613,34728,Yesterday,Good,,2026-03-23
031926-31612,34727,Yesterday,Good,,2026-03-23
031926-31611,34726,Yesterday,Good,,2026-03-23
031926-31610,34725,Yesterday,Good,,2026-03-23
031926-31609,34724,Yesterday,Good,,2026-03-23
031926-31608,34723,Yesterday,Good,,2026-03-23
031926-31607,34722,Yesterday,Good,,2026-03-23
031926-31606,34721,Yesterday,Good,,2026-03-23
031926-31605,34720,Yesterday,Good,,2026-03-23
031926-31537,34719,Yesterday,Good,,2026-03-23
031926-31536,34718,Yesterday,Good,,2026-03-23
031926-31535,34717,Yesterday,Good,,2026-03-23
031926-31534,34716,Yesterday,Good,,2026-03-23
031926-31533,34715,Yesterday,Good,,2026-03-23
031926-31532,34714,Yesterday,Good,,2026-03-23
031926-31604,34713,Yesterday,Good,,2026-03-23
031926-31531,34712,Yesterday,Good,,2026-03-23
031926-31530,34711,Yesterday,Good,,2026-03-23
031926-31555,34710,Yesterday,Good,,2026-03-23
031926-31524,33481,Yesterday,Good,,2026-03-23
031926-31524,33481,Yesterday,Good,,2026-03-23

QBench Good Samples View:
https://asaplabs.qbench.net/tests?sample_ids=34990&sample_ids=34989&sample_ids=34988&sample_ids=34987&sample_ids=34986&sample_ids=34985&sample_ids=34984&sample_ids=34983&sample_ids=34982&sample_ids=34981&sample_ids=34980&sample_ids=34979&sample_ids=34978&sample_ids=34977&sample_ids=34976&sample_ids=34975&sample_ids=34974&sample_ids=34973&sample_ids=34972&sample_ids=34971&sample_ids=34970&sample_ids=34969&sample_ids=34968&sample_ids=34967&sample_ids=34967&sample_ids=34967&sample_ids=34966&sample_ids=34965&sample_ids=34964&sort_order=DESC&view_config_id=17&page_size=700
