lab_id,sample_id,tab,outcome,reason,date
032526-31852,35392,Yesterday,Good,,2026-03-27
032526-31851,35391,Yesterday,Good,,2026-03-27
032526-31850,35390,Yesterday,Good,,2026-03-27
032526-31849,35389,Yesterday,Good,,2026-03-27
032526-31848,35388,Yesterday,Good,,2026-03-27
032526-31847,35387,Yesterday,Good,,2026-03-27
032526-31846,35386,Yesterday,Bad,missing flas,2026-03-27

QBench Good Samples View:
https://asaplabs.qbench.net/tests?sample_ids=35376&sample_ids=35375&sample_ids=35374&sample_ids=35373&sample_ids=35372&sample_ids=35371&sample_ids=35370&sample_ids=35369&sample_ids=35368&sample_ids=35367&sample_ids=35366&sample_ids=35365&sample_ids=35364&sample_ids=35363&sample_ids=35362&sample_ids=35361&sample_ids=35360&sample_ids=35359&sample_ids=35358&sample_ids=35357&sample_ids=35356&sample_ids=35355&sample_ids=35354&sample_ids=35353&sample_ids=35352&sample_ids=35351&sample_ids=35350&sample_ids=35349&sample_ids=35348&sample_ids=35347&sample_ids=35346&sample_ids=35345&sample_ids=35344&sample_ids=35343&sample_ids=35342&sample_ids=35341&sample_ids=35340&sample_ids=35339&sample_ids=35338&sample_ids=35337&sample_ids=35336&sample_ids=33600&sample_ids=33580&sample_ids=33579&sample_ids=33576&sample_ids=33575&sample_ids=33574&sample_ids=33573&sample_ids=33568&sample_ids=33566&sample_ids=33564&sample_ids=33563&sample_ids=33562&sample_ids=33561&sample_ids=33560&sample_ids=33559&sample_ids=33558&sample_ids=33557&sample_ids=33556&sample_ids=33555&sample_ids=33554&sample_ids=33553&sample_ids=33551&sample_ids=33506&sample_ids=30611&sample_ids=30608&sort_order=DESC&view_config_id=17&page_size=700
